song_id,artist_name,track_name,release_date,genre,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic
6927,marty robbins,bouquet of roses,1957,country,0.211,0.002,0.002,0.17,0.076,0.002,0.002,0.06,0.002,0.002,0.002,0.002,0.002,0.096,0.002,0.575,0.002,0.623,0.693,0.685,0,0.694,0.343,sadness
6933,johnny cash,i walk the line,1957,country,0.236,0.001,0.001,0.001,0.238,0.001,0.001,0.001,0.185,0.001,0.001,0.001,0.19,0.001,0.001,0.369,0.001,0.864,0.588,0.72,0.001,0.778,0.451,sadness
6935,marty robbins,return to me,1957,country,0.171,0.003,0.003,0.003,0.003,0.003,0.003,0.206,0.003,0.003,0.312,0.003,0.003,0.003,0.003,0.394,0.003,0.559,0.614,0.845,0,0.421,0.408,sadness
6940,johnny cash,i heard that lonesome whistle,1957,country,0.307,0.001,0.001,0.001,0.001,0.001,0.001,0.027,0.001,0.001,0.462,0.2,0.001,0.1,0.001,0.151,0.001,0.729,0.598,0.857,0,0.418,0.229,music
6941,marty robbins,unchained melody,1957,country,0.116,0.003,0.003,0.003,0.416,0.09,0.003,0.258,0.003,0.003,0.105,0.003,0.003,0.003,0.003,0.003,0.044,0.506,0.591,0.783,0,0.261,0.193,night/time
6943,ray price,pins and needles,1957,country,0.186,0.002,0.002,0.068,0.063,0.002,0.08,0.002,0.234,0.002,0.002,0.002,0.002,0.07,0.002,0.459,0.002,0.504,0.637,0.861,0,0.827,0.304,sadness
6944,ray price,i love you because,1957,country,0.161,0.002,0.002,0.356,0.002,0.002,0.002,0.143,0.293,0.002,0.002,0.002,0.002,0.002,0.002,0.18,0.002,0.584,0.562,0.895,0,0.552,0.215,world/life
6946,ray price,remember me,1957,country,0.141,0.002,0.002,0.371,0.104,0.002,0.002,0.185,0.138,0.002,0.064,0.002,0.112,0.002,0.002,0.002,0.002,0.499,0.559,0.951,0.001,0.393,0.154,world/life
6947,ray price,i'll sail my ship alone,1957,country,0.332,0.001,0.001,0.035,0.001,0.001,0.001,0.034,0.001,0.001,0.129,0.001,0.205,0.001,0.001,0.353,0.001,0.674,0.585,0.841,0,0.829,0.407,sadness
6952,marty robbins,love me tender,1957,country,0.146,0.003,0.003,0.234,0.003,0.003,0.003,0.722,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.283,0.527,0.966,0.314,0.211,0.178,romantic
6953,don gibson,heartbreak avenue,1958,country,0.176,0.102,0.002,0.319,0.092,0.002,0.002,0.002,0.002,0.002,0.002,0.066,0.002,0.002,0.002,0.345,0.046,0.651,0.485,0.856,0,0.53,0.138,sadness
6956,carl smith,i love you a thousand ways,1958,country,0.211,0.001,0.001,0.487,0.001,0.001,0.001,0.219,0.001,0.001,0.119,0.001,0.001,0.043,0.027,0.065,0.025,0.752,0.653,0.473,0,0.669,0.333,world/life
6957,don gibson,my god is real,1958,country,0.201,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.112,0.002,0.002,0.002,0.145,0.066,0.002,0.027,0.489,0.506,0.594,0.923,0,0.628,0.227,feelings
6958,don gibson,blues in my heart,1958,country,0.146,0.002,0.002,0.002,0.048,0.002,0.002,0.002,0.068,0.002,0.245,0.002,0.05,0.002,0.002,0.563,0.002,0.619,0.533,0.88,0,0.675,0.2,sadness
6965,ray price,driftwood on the river,1958,country,0.337,0.001,0.001,0.133,0.001,0.001,0.071,0.076,0.001,0.001,0.088,0.042,0.001,0.001,0.001,0.371,0.065,0.601,0.635,0.763,0,0.792,0.338,sadness
6968,hank thompson,let me call you sweetheart,1958,country,0.055,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.35,0.008,0.522,0.008,0.008,0.008,0.008,0.437,0.588,0.901,0,0.309,0.25,music
6973,carl smith,i overlooked an orchid,1958,country,0.171,0.063,0.003,0.43,0.003,0.003,0.003,0.145,0.003,0.003,0.003,0.003,0.003,0.078,0.003,0.243,0.003,0.679,0.642,0.769,0,0.392,0.221,world/life
6974,carl smith,hang your head in shame,1958,country,0.196,0.001,0.226,0.001,0.001,0.001,0.041,0.001,0.355,0.001,0.001,0.001,0.001,0.001,0.001,0.326,0.033,0.729,0.671,0.534,0,0.749,0.263,sadness
6975,carl smith,night train to memphis,1958,country,0.302,0.002,0.002,0.002,0.437,0.002,0.002,0.002,0.082,0.002,0.002,0.002,0.096,0.002,0.047,0.002,0.002,0.843,0.73,0.445,0,0.873,0.716,night/time
6976,carl smith,slowly,1958,country,0.166,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.939,0.002,0.808,0.613,0.545,0,0.567,0.271,sadness
6979,johnny cash,i'd rather die young,1958,country,0.121,0.002,0.002,0.002,0.002,0.002,0.002,0.05,0.188,0.002,0.002,0.002,0.002,0.297,0.002,0.43,0.002,0.766,0.652,0.824,0,0.635,0.312,sadness
6981,johnny cash,don't make me go,1958,country,0.211,0.001,0.001,0.001,0.001,0.001,0.001,0.111,0.097,0.001,0.001,0.001,0.082,0.001,0.001,0.527,0.077,0.7,0.596,0.672,0.003,0.516,0.335,sadness
6987,the louvin brothers,make him a soldier,1958,country,0.789,0.019,0.269,0.001,0.001,0.001,0.001,0.001,0.22,0.341,0.001,0.001,0.08,0.023,0.001,0.001,0.022,0.696,0.622,0.583,0,0.643,0.325,obscene
6988,johnny cash,i still miss someone,1958,country,0.191,0.001,0.001,0.001,0.001,0.001,0.026,0.108,0.001,0.033,0.109,0.087,0.001,0.001,0.001,0.413,0.207,0.638,0.704,0.931,0,0.619,0.394,sadness
6989,johnny cash,home of the blues,1958,country,0.302,0.001,0.001,0.001,0.001,0.021,0.001,0.05,0.001,0.001,0.313,0.179,0.062,0.001,0.001,0.253,0.048,0.488,0.644,0.867,0,0.763,0.398,music
6993,don gibson,i can't stop lovin' you,1958,country,0.196,0.001,0.001,0.332,0.158,0.001,0.001,0.063,0.001,0.001,0.097,0.001,0.001,0.001,0.001,0.141,0.001,0.47,0.618,0.829,0,0.417,0.358,world/life
6995,don gibson,take me as i am,1958,country,0.065,0.008,0.418,0.008,0.008,0.008,0.008,0.008,0.454,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.678,0.503,0.916,0,0.419,0.175,violence
6996,ray price,i've gotta have my baby back,1958,country,0.191,0.272,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.318,0.001,0.043,0.031,0.001,0.05,0.025,0.758,0.608,0.739,0,0.48,0.297,music
7000,lefty frizzell,lonely heart,1959,country,0.131,0.002,0.002,0.048,0.167,0.002,0.002,0.002,0.078,0.002,0.09,0.002,0.002,0.002,0.002,0.588,0.002,0.516,0.443,0.887,0.02,0.705,0.147,sadness
7001,don gibson,foggy river,1959,country,0.226,0.002,0.002,0.041,0.002,0.002,0.053,0.002,0.002,0.002,0.002,0.002,0.002,0.097,0.002,0.412,0.002,0.556,0.541,0.823,0.05,0.819,0.42,sadness
7005,jean shepard,i'd rather die young,1959,country,0.126,0.002,0.002,0.002,0.002,0.002,0.002,0.048,0.261,0.002,0.002,0.002,0.002,0.231,0.002,0.427,0.002,0.548,0.652,0.861,0,0.48,0.106,sadness
7006,stonewall jackson,mary don't you weep,1959,country,0.286,0.001,0.056,0.001,0.001,0.001,0.032,0.001,0.001,0.001,0.486,0.001,0.117,0.038,0.001,0.122,0.001,0.608,0.7,0.431,0,0.895,0.621,music
7007,jean shepard,a satisfied mind,1959,country,0.256,0.001,0.001,0.341,0.227,0.001,0.05,0.073,0.198,0.096,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.521,0.677,0.801,0,0.449,0.268,world/life
7010,conway twitty,hey miss ruby,1959,country,0.392,0.113,0.001,0.001,0.001,0.041,0.062,0.071,0.132,0.001,0.001,0.001,0.001,0.001,0.001,0.049,0.467,0.467,0.609,0.879,0,0.912,0.441,feelings
7015,don gibson,midnight,1959,country,0.176,0.002,0.002,0.002,0.117,0.002,0.002,0.002,0.002,0.145,0.04,0.002,0.27,0.002,0.002,0.376,0.03,0.483,0.506,0.903,0.026,0.673,0.258,sadness
7017,lester flatt,i'll never love another,1959,country,0.166,0.044,0.002,0.422,0.002,0.002,0.002,0.213,0.002,0.002,0.044,0.002,0.002,0.002,0.002,0.197,0.055,0.607,0.631,0.911,0.052,0.941,0.419,world/life
7023,jean shepard,i'll hold you in my heart,1959,country,0.131,0.002,0.002,0.002,0.002,0.002,0.002,0.526,0.068,0.002,0.041,0.002,0.127,0.002,0.002,0.21,0.002,0.47,0.614,0.837,0,0.549,0.195,romantic
7024,jean shepard,i love you because,1959,country,0.161,0.002,0.002,0.329,0.002,0.002,0.002,0.143,0.321,0.002,0.002,0.002,0.002,0.002,0.002,0.18,0.002,0.674,0.686,0.774,0,0.824,0.439,world/life
7028,jean shepard,memory,1959,country,0.116,0.053,0.003,0.208,0.003,0.003,0.003,0.08,0.003,0.003,0.003,0.003,0.003,0.104,0.003,0.43,0.09,0.629,0.635,0.803,0,0.806,0.281,sadness
7029,don gibson,it's my way,1959,country,0.111,0.003,0.003,0.311,0.003,0.003,0.003,0.32,0.003,0.003,0.051,0.003,0.003,0.003,0.003,0.232,0.003,0.357,0.389,0.96,0.007,0.254,0.09,romantic
7033,jean shepard,i'll never be free,1959,country,0.206,0.001,0.001,0.104,0.001,0.001,0.001,0.382,0.001,0.001,0.001,0.001,0.046,0.28,0.001,0.141,0.029,0.471,0.674,0.804,0,0.685,0.352,romantic
7038,johnny cash,i forgot to remember to forget,1959,country,0.101,0.003,0.003,0.456,0.003,0.003,0.003,0.003,0.205,0.003,0.088,0.003,0.003,0.003,0.003,0.119,0.097,0.597,0.665,0.855,0.01,0.649,0.472,world/life
7040,johnny cash,you win again,1959,country,0.126,0.002,0.002,0.002,0.002,0.047,0.002,0.002,0.46,0.002,0.002,0.002,0.002,0.089,0.002,0.37,0.002,0.462,0.616,0.67,0.001,0.732,0.413,sadness
7042,conway twitty,mona lisa,1959,country,0.296,0.001,0.001,0.061,0.001,0.001,0.1,0.26,0.001,0.001,0.001,0.08,0.001,0.001,0.089,0.338,0.038,0.439,0.694,0.877,0,0.883,0.627,sadness
7043,the louvin brothers,if i could only win your love,1959,country,0.136,0.002,0.002,0.182,0.002,0.002,0.002,0.195,0.002,0.002,0.049,0.002,0.075,0.002,0.002,0.39,0.078,0.674,0.741,0.769,0,0.681,0.357,sadness
7045,sons of the pioneers,wind,1959,country,0.251,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.125,0.002,0.258,0.136,0.002,0.318,0.046,0.246,0.438,0.981,0,0.13,0.094,sadness
7046,conway twitty,it's only make believe,1959,country,0.216,0.001,0.001,0.574,0.001,0.001,0.001,0.001,0.239,0.001,0.035,0.001,0.001,0.001,0.001,0.084,0.001,0.432,0.667,0.863,0,0.234,0.466,world/life
7052,sons of the pioneers,(ghost) riders in the sky,1959,country,0.452,0.001,0.428,0.131,0.001,0.001,0.001,0.001,0.001,0.037,0.001,0.25,0.074,0.001,0.001,0.001,0.044,0.559,0.622,0.49,0,0.68,0.453,violence
7053,sonny james,young love,1959,country,0.201,0.002,0.002,0.002,0.002,0.002,0.002,0.279,0.002,0.002,0.002,0.002,0.002,0.226,0.043,0.379,0.05,0.413,0.658,0.788,0.001,0.325,0.35,sadness
7054,conway twitty,blueberry hill,1959,country,0.161,0.002,0.002,0.002,0.002,0.002,0.002,0.356,0.223,0.002,0.189,0.002,0.002,0.002,0.002,0.161,0.042,0.682,0.589,0.881,0,0.907,0.428,romantic
7058,conway twitty,you'll never walk alone,1959,country,0.136,0.002,0.002,0.002,0.002,0.002,0.002,0.059,0.002,0.002,0.059,0.002,0.301,0.002,0.002,0.552,0.002,0.325,0.594,0.927,0,0.133,0.184,sadness
7066,conway twitty,danny boy,1959,country,0.196,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.444,0.002,0.425,0.002,0.002,0.002,0.096,0.543,0.61,0.899,0,0.795,0.451,music
7067,hank thompson,rovin' gambler,1959,country,0.447,0.001,0.189,0.001,0.001,0.001,0.014,0.099,0.001,0.37,0.001,0.193,0.001,0.085,0.038,0.001,0.001,0.474,0.784,0.566,0,0.821,0.897,obscene
7073,don gibson,sweet dreams,1960,country,0.156,0.002,0.002,0.451,0.244,0.002,0.002,0.276,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.554,0.54,0.85,0,0.507,0.25,world/life
7074,don gibson,lonely street,1960,country,0.226,0.001,0.036,0.001,0.001,0.046,0.001,0.001,0.001,0.001,0.06,0.373,0.058,0.001,0.001,0.409,0.001,0.251,0.461,0.863,0,0.377,0.092,sadness
7084,don gibson,time hurts,1960,country,0.171,0.002,0.002,0.002,0.172,0.002,0.002,0.002,0.345,0.002,0.044,0.002,0.002,0.002,0.002,0.312,0.104,0.456,0.464,0.877,0,0.361,0.134,sadness
7086,don gibson,the streets of laredo,1960,country,0.367,0.001,0.368,0.001,0.001,0.001,0.001,0.001,0.177,0.001,0.179,0.059,0.001,0.082,0.001,0.001,0.001,0.543,0.494,0.858,0,0.282,0.112,violence
7088,ray price,rock of ages,1960,country,0.271,0.002,0.618,0.18,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.049,0.002,0.002,0.002,0.249,0.496,0.926,0,0.294,0.139,violence
7091,hank thompson,soft lips,1960,country,0.136,0.002,0.002,0.002,0.002,0.002,0.002,0.792,0.002,0.002,0.002,0.002,0.002,0.049,0.002,0.082,0.041,0.414,0.537,0.83,0,0.103,0.161,romantic
7094,big bill broonzy,take this hammer,1960,country,0.749,0.001,0.191,0.097,0.001,0.001,0.001,0.001,0.001,0.413,0.001,0.001,0.001,0.241,0.001,0.001,0.001,0.752,0.67,0.833,0,0.55,0.184,obscene
7096,rev. gary davis,if i had my way,1960,country,0.462,0.001,0.503,0.001,0.001,0.088,0.001,0.038,0.158,0.001,0.001,0.001,0.001,0.001,0.162,0.001,0.043,0.661,0.613,0.866,0,0.743,0.549,violence
7100,big bill broonzy,louise blues,1960,country,1,0,0.131,0.089,0,0.019,0,0,0,0.555,0.081,0,0.045,0,0,0.018,0.032,0.696,0.575,0.847,0,0.261,0.074,obscene
7102,bob wills,san antonio rose,1960,country,0.201,0.002,0.002,0.09,0.002,0.002,0.002,0.065,0.087,0.002,0.218,0.002,0.182,0.002,0.002,0.337,0.002,0.737,0.735,0.681,0,0.876,0.45,sadness
7105,johnny cash,time changes everything,1960,country,0.141,0.002,0.002,0.372,0.102,0.002,0.002,0.142,0.128,0.002,0.086,0.002,0.002,0.062,0.002,0.002,0.002,0.614,0.656,0.659,0,0.891,0.393,world/life
7106,johnny cash,i love you because,1960,country,0.151,0.002,0.002,0.355,0.002,0.002,0.067,0.162,0.207,0.002,0.002,0.002,0.061,0.002,0.002,0.122,0.002,0.435,0.643,0.807,0,0.492,0.409,world/life
7107,bob wills,the kind of love i can't forget,1960,country,0.131,0.003,0.003,0.371,0.003,0.003,0.003,0.421,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.162,0.003,0.569,0.637,0.627,0,0.596,0.276,romantic
7108,johnny cash,i couldn't keep from crying,1960,country,0.156,0.002,0.002,0.002,0.002,0.002,0.002,0.247,0.002,0.002,0.178,0.002,0.002,0.002,0.04,0.508,0.002,0.557,0.662,0.408,0.001,0.558,0.33,sadness
7111,tex williams,who? me?,1960,country,0.97,0,0.155,0.133,0,0.072,0,0,0,0.37,0.038,0.093,0.059,0.043,0.032,0,0,0.716,0.65,0.637,0,0.785,0.63,obscene
7112,george jones,hey good lookin,1960,country,0.266,0.102,0.002,0.002,0.002,0.002,0.002,0.092,0.141,0.4,0.002,0.002,0.002,0.071,0.002,0.002,0.088,0.714,0.682,0.835,0,0.835,0.41,obscene
7113,johnny cash,honky-tonk girl,1960,country,0.141,0.003,0.003,0.279,0.003,0.003,0.003,0.003,0.003,0.003,0.053,0.003,0.003,0.003,0.23,0.398,0.003,0.699,0.693,0.364,0.001,0.906,0.564,sadness
7114,slim whitman,a fool such as i,1960,country,0.136,0.003,0.003,0.23,0.003,0.003,0.091,0.154,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.475,0.003,0.505,0.41,0.938,0,0.355,0.116,sadness
7117,tex williams,smoke! smoke! smoke! (that cigarette),1960,country,0.724,0.001,0.117,0.001,0.001,0.001,0.087,0.073,0.116,0.457,0.001,0.001,0.063,0.001,0.001,0.001,0.001,0.64,0.723,0.751,0,0.879,0.717,obscene
7118,ray price,in the garden,1960,country,0.151,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.369,0.002,0.381,0.002,0.002,0.002,0.002,0.214,0.002,0.249,0.547,0.943,0,0.16,0.173,music
7119,johnny cash,seasons of my heart,1960,country,0.236,0.001,0.001,0.2,0.001,0.001,0.03,0.077,0.001,0.001,0.443,0.001,0.001,0.001,0.001,0.229,0.001,0.658,0.619,0.733,0,0.49,0.356,music
7121,johnny cash,when papa played the dobro,1960,country,0.186,0.003,0.003,0.003,0.003,0.055,0.003,0.003,0.003,0.003,0.533,0.003,0.003,0.003,0.003,0.369,0.003,0.618,0.626,0.621,0,0.741,0.576,music
7125,johnny cash,i'm so lonesome i could cry,1960,country,0.171,0.002,0.094,0.08,0.056,0.002,0.002,0.002,0.002,0.002,0.361,0.002,0.248,0.002,0.002,0.106,0.002,0.19,0.638,0.593,0,0.306,0.27,music
7126,conway twitty,heartbreak hotel,1960,country,0.377,0.149,0.001,0.001,0.031,0.001,0.001,0.001,0.001,0.001,0.001,0.214,0.001,0.001,0.001,0.558,0.001,0.535,0.509,0.807,0,0.895,0.311,sadness
7127,the louvin brothers,the christian life,1960,country,0.216,0.002,0.002,0.331,0.002,0.002,0.002,0.002,0.203,0.002,0.033,0.002,0.055,0.002,0.143,0.161,0.002,0.495,0.539,0.845,0,0.555,0.098,world/life
7128,george jones,settin' the woods on fire,1960,country,0.357,0.002,0.002,0.002,0.322,0.002,0.066,0.002,0.002,0.002,0.085,0.45,0.054,0.002,0.002,0.002,0.002,0.62,0.703,0.715,0,0.922,0.454,night/time
7131,ray price,the old rugged cross,1960,country,0.176,0.003,0.003,0.801,0.003,0.003,0.003,0.003,0.003,0.003,0.069,0.003,0.003,0.003,0.003,0.088,0.003,0.242,0.531,0.928,0,0.166,0.168,world/life
7133,conway twitty,eternal tears,1960,country,0.221,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.07,0.002,0.054,0.543,0.002,0.801,0.574,0.779,0,0.862,0.366,sadness
7135,bob wills,maiden's prayer,1960,country,0.171,0.002,0.002,0.002,0.002,0.002,0.002,0.105,0.002,0.002,0.152,0.002,0.325,0.002,0.002,0.388,0.002,0.405,0.647,0.518,0,0.413,0.288,sadness
7136,don gibson,(i'd be) a legend in my time,1960,country,0.211,0.002,0.002,0.328,0.143,0.002,0.002,0.002,0.205,0.002,0.002,0.002,0.002,0.002,0.002,0.29,0.002,0.513,0.471,0.923,0,0.304,0.164,world/life
7138,hank thompson,honky tonk girl,1961,country,0.256,0.001,0.001,0.151,0.001,0.001,0.001,0.205,0.001,0.001,0.028,0.001,0.001,0.001,0.232,0.366,0.001,0.661,0.45,0.67,0,0.844,0.56,sadness
7141,don gibson,the last letter,1961,country,0.176,0.002,0.002,0.372,0.002,0.002,0.002,0.002,0.002,0.002,0.261,0.002,0.002,0.08,0.161,0.099,0.002,0.474,0.476,0.967,0,0.287,0.091,world/life
7142,don gibson,above and beyond,1961,country,0.045,0.008,0.008,0.008,0.008,0.008,0.179,0.008,0.008,0.414,0.008,0.008,0.008,0.008,0.286,0.008,0.008,0.503,0.505,0.957,0.042,0.788,0.336,obscene
7143,don gibson,born to lose,1961,country,0.141,0.002,0.002,0.302,0.002,0.002,0.002,0.002,0.002,0.002,0.134,0.002,0.002,0.193,0.002,0.002,0.002,0.596,0.469,0.869,0.013,0.556,0.137,world/life
7144,don gibson,driftwood on the river,1961,country,0.196,0.002,0.002,0.111,0.002,0.002,0.002,0.002,0.002,0.002,0.085,0.002,0.002,0.002,0.002,0.569,0.002,0.569,0.462,0.926,0.002,0.337,0.151,sadness
7148,chet atkins,jingle bell rock,1961,country,0.166,0.013,0.013,0.013,0.262,0.013,0.013,0.013,0.013,0.013,0.514,0.013,0.013,0.013,0.013,0.013,0.013,0.666,0.623,0.876,0.002,0.792,0.48,music
7149,the louvin brothers,childish love,1961,country,0.92,0.132,0,0,0.049,0,0.025,0.007,0.05,0.474,0.034,0,0,0.036,0.094,0.042,0,0.469,0.743,0.714,0,0.915,0.429,obscene
7152,conway twitty,diana,1961,country,0.191,0.041,0.001,0.001,0.001,0.001,0.001,0.482,0.001,0.001,0.001,0.001,0.001,0.135,0.001,0.288,0.001,0.69,0.579,0.763,0,0.792,0.382,romantic
7153,conway twitty,foggy river,1961,country,0.231,0.002,0.002,0.051,0.002,0.002,0.073,0.002,0.002,0.002,0.002,0.002,0.002,0.056,0.002,0.469,0.002,0.539,0.616,0.468,0,0.928,0.585,sadness
7155,conway twitty,man alone,1961,country,0.271,0.024,0.001,0.001,0.081,0.001,0.001,0.001,0.097,0.001,0.001,0.143,0.001,0.05,0.037,0.406,0.001,0.492,0.664,0.837,0,0.894,0.579,sadness
7160,jean shepard,got you on my mind,1961,country,0.191,0.002,0.002,0.002,0.135,0.002,0.002,0.002,0.002,0.002,0.09,0.002,0.002,0.002,0.148,0.4,0.134,0.75,0.69,0.569,0,0.543,0.376,sadness
7164,jimmy dean,night train to memphis,1961,country,0.307,0.002,0.002,0.002,0.466,0.039,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.645,0.525,0.457,0,0.956,0.386,night/time
7165,jimmy dean,mind your own business,1961,country,0.578,0.001,0.001,0.001,0.368,0.012,0.445,0.029,0.001,0.06,0.001,0.07,0.001,0.001,0.001,0.001,0.001,0.581,0.667,0.659,0,0.966,0.768,night/time
7166,patsy cline,san antonio rose,1961,country,0.201,0.002,0.002,0.092,0.002,0.002,0.002,0.06,0.068,0.002,0.209,0.002,0.188,0.002,0.002,0.362,0.002,0.554,0.392,0.639,0,0.72,0.133,sadness
7167,patsy cline,i fall to pieces,1961,country,0.156,0.002,0.002,0.002,0.094,0.002,0.002,0.035,0.116,0.002,0.002,0.002,0.002,0.002,0.002,0.666,0.002,0.454,0.388,0.921,0,0.496,0.057,sadness
7177,conway twitty,blue suede shoes,1961,country,0.332,0.061,0.001,0.001,0.039,0.001,0.001,0.001,0.001,0.001,0.383,0.386,0.022,0.001,0.001,0.001,0.001,0.519,0.627,0.588,0.001,0.758,0.622,music
7178,conway twitty,jailhouse rock,1961,country,0.523,0.001,0.001,0.001,0.001,0.171,0.001,0.001,0.001,0.322,0.096,0.354,0.001,0.001,0.001,0.001,0.001,0.605,0.565,0.833,0.018,0.785,0.632,obscene
7179,marty robbins,hurt,1961,country,0.106,0.002,0.002,0.002,0.002,0.002,0.002,0.05,0.261,0.002,0.002,0.002,0.002,0.002,0.062,0.591,0.002,0.521,0.53,0.948,0.002,0.178,0.142,sadness
7182,marty robbins,i can't help it (if i'm still in love with you),1961,country,0.121,0.002,0.002,0.002,0.002,0.002,0.175,0.002,0.002,0.002,0.002,0.263,0.002,0.002,0.002,0.444,0.084,0.391,0.554,0.856,0,0.376,0.227,sadness
7184,ray price,the kind of love i can't forget,1962,country,0.131,0.003,0.003,0.418,0.003,0.003,0.003,0.384,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.154,0.003,0.451,0.631,0.518,0.061,0.736,0.362,world/life
7185,ray price,hang your head in shame,1962,country,0.191,0.002,0.322,0.002,0.002,0.002,0.034,0.034,0.268,0.002,0.002,0.002,0.002,0.002,0.002,0.32,0.002,0.493,0.655,0.595,0,0.71,0.383,violence
7189,george jones,san antonio rose,1962,country,0.312,0.001,0.001,0.093,0.001,0.001,0.001,0.095,0.112,0.001,0.191,0.001,0.159,0.001,0.001,0.335,0.001,0.573,0.728,0.591,0,0.871,0.507,sadness
7196,marty robbins,it had to be you,1962,country,0.121,0.003,0.003,0.351,0.003,0.003,0.003,0.152,0.276,0.064,0.06,0.003,0.003,0.003,0.003,0.003,0.059,0.652,0.51,0.92,0,0.42,0.157,world/life
7200,marty robbins,september in the rain,1962,country,0.231,0.002,0.045,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.706,0.002,0.002,0.002,0.053,0.002,0.002,0.565,0.385,0.893,0,0.607,0.105,music
7201,don gibson,how's the world treating you,1962,country,0.126,0.002,0.002,0.373,0.002,0.002,0.002,0.002,0.198,0.002,0.155,0.002,0.07,0.002,0.11,0.064,0.002,0.596,0.48,0.896,0.005,0.297,0.147,world/life
7203,don gibson,we live in two different worlds,1962,country,0.111,0.003,0.003,0.378,0.003,0.003,0.003,0.116,0.159,0.003,0.003,0.003,0.003,0.003,0.003,0.306,0.003,0.521,0.515,0.927,0.002,0.512,0.213,world/life
7205,conway twitty,the next kiss (is the last goodbye),1962,country,0.221,0.03,0.001,0.001,0.001,0.001,0.001,0.431,0.338,0.032,0.001,0.001,0.001,0.001,0.001,0.103,0.049,0.463,0.648,0.883,0,0.361,0.536,romantic
7207,conway twitty,it's driving me wild,1962,country,0.834,0.001,0.081,0.057,0.001,0.001,0.001,0.001,0.001,0.348,0.001,0.335,0.001,0.001,0.001,0.056,0.026,0.444,0.616,0.71,0,0.87,0.763,obscene
7211,frank patterson,danny boy,1962,country,0.191,0.081,0.39,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.287,0.002,0.088,0.127,0.002,0.002,0.002,0.087,0.552,0.865,0,0.163,0.244,violence
7215,johnny cash,i won't have to cross jordan,1962,country,0.191,0.002,0.002,0.511,0.092,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.109,0.074,0.002,0.051,0.037,0.418,0.537,0.993,0,0.295,0.221,world/life
7217,johnny cash,god has my fortune laid away,1962,country,0.226,0.001,0.001,0.365,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.267,0.091,0.036,0.001,0.223,0.001,0.541,0.53,0.96,0,0.453,0.108,world/life
7225,don gibson,this cold war with you,1962,country,0.126,0.002,0.504,0.002,0.002,0.002,0.002,0.046,0.002,0.002,0.065,0.119,0.002,0.108,0.002,0.127,0.002,0.516,0.556,0.924,0.002,0.599,0.294,violence
7230,johnny cash,god must have my fortune laid away,1962,country,0.241,0.001,0.001,0.309,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.299,0.071,0.035,0.001,0.269,0.001,0.502,0.566,0.966,0,0.456,0.171,world/life
7233,george jones,your cheatin' heart,1962,country,0.231,0.148,0.002,0.002,0.103,0.002,0.002,0.002,0.081,0.002,0.036,0.002,0.002,0.002,0.041,0.488,0.002,0.573,0.609,0.548,0,0.575,0.328,sadness
7234,johnny cash,i forgot more than you'll ever know,1962,country,0.156,0.002,0.002,0.002,0.002,0.002,0.002,0.284,0.327,0.002,0.002,0.002,0.002,0.002,0.002,0.36,0.002,0.377,0.682,0.789,0,0.607,0.373,sadness
7235,tom rush,no regrets,1962,country,0.317,0.001,0.033,0.103,0.033,0.001,0.001,0.192,0.001,0.026,0.001,0.001,0.129,0.047,0.001,0.337,0.023,0.354,0.633,0.399,0.063,0.304,0.4,sadness
7237,willie nelson,funny how time slips away,1962,country,0.171,0.002,0.002,0.002,0.337,0.002,0.002,0.002,0.377,0.002,0.002,0.002,0.002,0.03,0.002,0.203,0.002,0.609,0.584,0.889,0,0.549,0.214,night/time
