song_id,artist_name,track_name,release_date,genre,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic
18592,lord finesse,true and livin',1996,jazz,0.945,0,0,0.147,0,0.009,0.019,0,0.086,0.469,0,0.122,0.017,0,0.048,0,0,0.877,0.748,0.118,0,0.789,0.742,obscene
18593,lord finesse,hip 2 da game,1996,jazz,0.955,0.012,0,0.119,0.019,0,0.015,0,0.132,0.634,0,0,0,0,0,0,0,0.766,0.76,0.031,0,0.519,0.753,obscene
18595,kenny g,how could an angel break my heart (with toni braxton),1996,jazz,0.508,0.001,0.034,0.001,0.001,0.022,0.001,0.075,0.001,0.001,0.082,0.001,0.001,0.001,0.001,0.779,0.001,0.403,0.663,0.305,0,0.101,0.36,sadness
18596,kenny g,always,1996,jazz,0.09,0.003,0.003,0.306,0.003,0.003,0.003,0.082,0.397,0.003,0.003,0.003,0.003,0.003,0.003,0.172,0.003,0.241,0.601,0.362,0.016,0.254,0.403,world/life
18604,glenn miller,blueberry hill,1996,jazz,0.121,0.003,0.003,0.003,0.003,0.003,0.003,0.338,0.003,0.003,0.209,0.003,0.19,0.068,0.003,0.152,0.003,0.502,0.589,0.967,0.067,0.384,0.073,romantic
18605,glenn miller,beat me daddy eight to the bar,1996,jazz,0.246,0.002,0.002,0.002,0.002,0.002,0.202,0.002,0.002,0.509,0.162,0.002,0.002,0.002,0.002,0.002,0.002,0.606,0.565,0.765,0,0.668,0.199,obscene
18606,count basic,on the move,1996,jazz,0.769,0.012,0.001,0.043,0.001,0.042,0.001,0.001,0.174,0.47,0.106,0.021,0.014,0.001,0.065,0.001,0.001,0.674,0.624,0.619,0.845,0.852,0.559,obscene
18608,bing crosby,let me call you sweetheart,1996,jazz,0.065,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.307,0.005,0.612,0.005,0.005,0.005,0.005,0.078,0.533,0.929,0.878,0.183,0.292,music
18610,brad mehldau,blame it on my youth,1997,jazz,0.186,0.002,0.002,0.232,0.07,0.002,0.099,0.039,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.536,0.002,0.388,0.405,0.914,0.665,0.188,0.098,sadness
18611,oscar peterson trio,my heart belongs to daddy,1997,jazz,0.437,0.001,0.001,0.001,0.052,0.001,0.234,0.001,0.049,0.001,0.001,0.025,0.001,0.018,0.001,0.572,0.001,0.639,0.438,0.84,0.734,0.662,0.244,sadness
18612,camp lo,b-side to hollywood,1997,jazz,0.95,0.067,0.051,0.001,0.052,0.001,0.001,0.001,0.001,0.76,0.001,0.001,0.001,0.001,0.001,0.027,0.001,0.857,0.733,0.05,0,0.768,0.545,obscene
18614,camp lo,rockin' it aka spanish harlem,1997,jazz,0.799,0.001,0.001,0.001,0.032,0.001,0.001,0.001,0.001,0.307,0.001,0.408,0.083,0.085,0.001,0.069,0.001,0.762,0.732,0.089,0,0.729,0.9,obscene
18615,diana krall,all or nothing at all,1997,jazz,0.231,0.002,0.002,0.002,0.002,0.002,0.002,0.43,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.544,0.002,0.611,0.467,0.917,0.003,0.354,0.105,sadness
18617,coleman hawkins,smoke gets in your eyes,1997,jazz,0.196,0.002,0.002,0.002,0.002,0.002,0.002,0.046,0.291,0.101,0.002,0.002,0.124,0.002,0.002,0.416,0.002,0.504,0.387,0.956,0.538,0.261,0.059,sadness
18619,stan getz,lullaby of birdland,1997,jazz,0.166,0.003,0.003,0.003,0.003,0.003,0.003,0.462,0.096,0.003,0.168,0.003,0.189,0.003,0.003,0.003,0.046,0.388,0.486,0.938,0.028,0.562,0.161,romantic
18625,joe pass,but beautiful,1997,jazz,0.422,0.001,0.001,0.001,0.001,0.018,0.001,0.001,0.001,0.693,0.049,0.001,0.001,0.001,0.068,0.001,0.001,0.531,0.479,0.878,0.854,0.287,0.236,obscene
18629,blossom dearie,between the devil and the deep blue sea,1997,jazz,0.337,0.001,0.45,0.001,0.001,0.018,0.001,0.001,0.001,0.001,0.154,0.001,0.001,0.001,0.001,0.249,0.001,0.648,0.423,0.941,0,0.495,0.089,violence
18630,gato barbieri,mystica,1997,jazz,0.824,0.001,0.553,0.201,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.083,0.059,0.001,0.05,0.001,0.527,0.722,0.041,0.838,0.225,0.531,violence
18631,nancy wilson,a lot of livin' to do,1997,jazz,0.151,0.002,0.002,0.141,0.092,0.002,0.002,0.051,0.002,0.55,0.002,0.134,0.002,0.002,0.002,0.002,0.002,0.616,0.598,0.659,0,0.871,0.391,obscene
18633,godspeed you! black emperor,the dead flag blues,1997,jazz,0.352,0.03,0.341,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.393,0.001,0.028,0.134,0.056,0.001,0.196,0.447,0.746,0.786,0.013,0.192,violence
18636,eva cassidy,autumn leaves,1997,jazz,0.246,0.001,0.001,0.001,0.001,0.001,0.001,0.187,0.001,0.001,0.325,0.001,0.039,0.001,0.001,0.349,0.085,0.331,0.427,0.98,0.029,0.097,0.045,sadness
18637,camp lo,black nostaljack aka come on,1997,jazz,0.894,0.066,0.001,0.001,0.001,0.001,0.024,0.047,0.06,0.477,0.001,0.129,0.065,0.001,0.001,0.001,0.014,0.751,0.719,0.007,0,0.368,0.752,obscene
18641,brian culbertson,so good,1997,jazz,0.864,0.017,0.084,0.119,0.028,0.037,0.001,0.001,0.146,0.375,0.027,0.001,0.001,0.001,0.001,0.001,0.144,0.755,0.659,0.543,0.965,0.864,0.636,obscene
18642,bob berg,all the way,1997,jazz,0.186,0.002,0.002,0.136,0.002,0.084,0.002,0.214,0.002,0.002,0.083,0.002,0.002,0.002,0.002,0.105,0.327,0.298,0.514,0.732,0.012,0.186,0.159,feelings
18645,paul taylor,pleasure seeker,1997,jazz,0.588,0.001,0.001,0.535,0.078,0.001,0.001,0.04,0.001,0.026,0.001,0.127,0.001,0.011,0.036,0.141,0.001,0.652,0.769,0.21,0.899,0.29,0.738,world/life
18652,benny goodman trio,china boy,1997,jazz,0.98,0.001,0.089,0.001,0.001,0.137,0.001,0.001,0.001,0.664,0.001,0.001,0.001,0.001,0.001,0.044,0.033,0.674,0.629,0.908,0.83,0.844,0.458,obscene
18653,camp lo,krystal karrington,1997,jazz,0.97,0.001,0.054,0.001,0.001,0.001,0.001,0.001,0.001,0.484,0.001,0.089,0.07,0.04,0.001,0.126,0.091,0.588,0.757,0.082,0,0.699,0.849,obscene
18656,mr. scruff,jazz potato,1997,jazz,0.91,0.022,0.001,0.236,0.031,0.001,0.001,0.001,0.001,0.454,0.001,0.037,0.045,0.001,0.101,0.001,0.001,0.624,0.703,0.014,0.893,0.444,0.693,obscene
18660,hieroglyphics,del,1998,jazz,0.513,0.001,0.262,0.001,0.036,0.044,0.023,0.001,0.001,0.592,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.791,0.739,0.079,0,0.887,0.807,obscene
18661,nite flyte,liaison,1998,jazz,0.628,0.001,0.001,0.114,0.055,0.001,0.001,0.016,0.345,0.34,0.025,0.001,0.001,0.022,0.074,0.001,0.001,0.742,0.657,0.24,0.902,0.79,0.548,obscene
18665,hieroglyphics,tajai,1998,jazz,0.457,0.001,0.169,0.001,0.001,0.001,0.001,0.001,0.097,0.632,0.001,0.001,0.001,0.05,0.001,0.001,0.032,0.735,0.713,0.069,0,0.217,0.867,obscene
18666,meshuggah,corridor of chameleons,1998,jazz,0.698,0.001,0.474,0.001,0.001,0.001,0.001,0.001,0.048,0.112,0.001,0.062,0.232,0.001,0.001,0.059,0.001,0.31,0.749,0,0.073,0.457,0.986,violence
18667,the ink spots,prisoner of love,1998,jazz,0.226,0.001,0.001,0.197,0.151,0.001,0.001,0.07,0.001,0.001,0.001,0.001,0.001,0.116,0.001,0.364,0.084,0.503,0.476,0.961,0,0.25,0.123,sadness
18668,hieroglyphics,casual,1998,jazz,0.568,0.001,0.001,0.001,0.001,0.032,0.001,0.001,0.001,0.768,0.001,0.001,0.108,0.001,0.077,0.001,0.001,0.685,0.578,0.04,0,0.297,0.605,obscene
18672,hieroglyphics,the last one,1998,jazz,0.894,0.001,0.206,0.145,0.001,0.029,0.001,0.001,0.001,0.476,0.001,0.001,0.001,0.001,0.001,0.05,0.001,0.757,0.731,0.067,0,0.566,0.65,obscene
18674,dj shadow,in / flux,1998,jazz,0.724,0.001,0.119,0.39,0.029,0.037,0.001,0.001,0.13,0.001,0.071,0.015,0.001,0.175,0.001,0.001,0.001,0.767,0.619,0.04,0.587,0.561,0.668,world/life
18678,the ink spots,i'll never smile again,1998,jazz,0.171,0.002,0.002,0.002,0.002,0.002,0.002,0.226,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.631,0.119,0.193,0.351,0.977,0.006,0.222,0.039,sadness
18679,pete rock,#1 soul brother,1998,jazz,0.879,0.001,0.077,0.224,0.001,0.001,0.001,0.001,0.001,0.304,0.035,0.097,0.057,0.137,0.001,0.001,0.001,0.848,0.755,0.142,0.001,0.606,0.919,obscene
18680,the ink spots,just for a thrill,1998,jazz,0.191,0.066,0.002,0.086,0.002,0.002,0.002,0.305,0.084,0.002,0.076,0.002,0.002,0.062,0.002,0.302,0.002,0.605,0.532,0.984,0.007,0.421,0.117,romantic
18685,the ink spots,memories of you,1998,jazz,0.176,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.12,0.003,0.003,0.003,0.003,0.837,0.003,0.398,0.436,0.995,0.036,0.39,0.087,sadness
18686,pete rock,one life to live (feat. mc eiht),1998,jazz,0.844,0.016,0.188,0.131,0.021,0.001,0.001,0.02,0.001,0.443,0.001,0.001,0.001,0.06,0.043,0.034,0.001,0.674,0.767,0.265,0,0.758,0.633,obscene
18687,the ink spots,when the swallows come back to capistrano,1998,jazz,0.201,0.196,0.002,0.344,0.002,0.002,0.002,0.002,0.002,0.002,0.424,0.002,0.002,0.002,0.002,0.002,0.002,0.608,0.43,0.998,0.194,0.288,0.083,music
18688,hieroglyphics,a-plus,1998,jazz,0.472,0.001,0.182,0.001,0.001,0.035,0.001,0.001,0.001,0.687,0.001,0.001,0.001,0.027,0.001,0.001,0.034,0.645,0.702,0.329,0,0.138,0.591,obscene
18689,nat king cole,penthouse serenade (when we're alone),1998,jazz,0.166,0.003,0.003,0.538,0.003,0.003,0.054,0.081,0.003,0.003,0.003,0.078,0.212,0.003,0.003,0.003,0.003,0.421,0.351,0.979,0.928,0.306,0.087,world/life
18692,meshuggah,neurotica,1998,jazz,0.698,0.001,0.705,0.001,0.029,0.001,0.001,0.001,0.001,0.067,0.001,0.001,0.042,0.001,0.001,0.093,0.001,0.436,0.775,0,0.65,0.603,0.969,violence
18697,steve cole,say it again,1998,jazz,0.894,0,0,0.111,0.02,0,0,0.024,0.135,0.086,0.16,0.08,0,0.023,0.013,0.343,0,0.705,0.697,0.061,0.848,0.708,0.697,sadness
18698,a tribe called quest,like it like that,1998,jazz,0.789,0,0,0.051,0,0.048,0,0,0,0.389,0.075,0.07,0.023,0,0.21,0.034,0,0.942,0.708,0.587,0,0.712,0.409,obscene
18700,a tribe called quest,steppin' it up (feat. busta rhymes & redman),1998,jazz,0.759,0.063,0.154,0.337,0,0,0.028,0.082,0,0,0.036,0.034,0.059,0.064,0,0.072,0.032,0.815,0.652,0.015,0,0.773,0.637,world/life
18701,brad mehldau,exit music,1998,jazz,0.206,0.002,0.434,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.239,0.002,0.002,0.095,0.002,0.205,0.002,0.24,0.374,0.925,0.684,0.096,0.174,violence
18703,tony bennett,the bare necessities,1998,jazz,0.231,0.002,0.002,0.4,0.002,0.045,0.002,0.002,0.172,0.002,0.176,0.002,0.002,0.113,0.066,0.002,0.002,0.65,0.494,0.866,0,0.581,0.065,world/life
18704,hieroglyphics,all things,1998,jazz,0.879,0.001,0.045,0.083,0.058,0.001,0.001,0.034,0.178,0.467,0.001,0.059,0.001,0.019,0.001,0.049,0.001,0.678,0.757,0.047,0,0.759,0.885,obscene
18706,a tribe called quest,busta's lament,1998,jazz,0.633,0.001,0.001,0.082,0.001,0.001,0.001,0.001,0.161,0.506,0.001,0.001,0.176,0.001,0.001,0.029,0.001,0.885,0.719,0.005,0,0.779,0.402,obscene
18712,a tribe called quest,give me (feat. noreaga),1998,jazz,0.688,0.001,0.001,0.13,0.045,0.001,0.001,0.001,0.001,0.623,0.001,0.018,0.001,0.062,0.097,0.001,0.001,0.909,0.68,0.01,0,0.899,0.543,obscene
18713,vince guaraldi trio,joe cool,1998,jazz,0.382,0.001,0.001,0.06,0.052,0.043,0.024,0.001,0.001,0.391,0.001,0.127,0.001,0.001,0.001,0.001,0.001,0.607,0.444,0.27,0.859,0.318,0.281,obscene
18716,hieroglyphics,phesto,1998,jazz,0.638,0.001,0.104,0.051,0.001,0.001,0.001,0.001,0.001,0.587,0.001,0.001,0.066,0.001,0.172,0.001,0.001,0.787,0.759,0.022,0,0.693,0.674,obscene
18720,peggy lee,riders in the sky (a cowboy legend),1998,jazz,0.347,0.002,0.571,0.129,0.002,0.002,0.002,0.002,0.002,0.04,0.002,0.095,0.002,0.002,0.002,0.002,0.115,0.467,0.521,0.943,0,0.576,0.193,violence
18721,a tribe called quest,da booty,1998,jazz,0.693,0.001,0.152,0.08,0.029,0.001,0.001,0.001,0.001,0.498,0.001,0.001,0.001,0.079,0.095,0.001,0.058,0.873,0.708,0.093,0,0.749,0.406,obscene
18723,unkle,bloodstain,1998,jazz,0.302,0.001,0.161,0.001,0.124,0.001,0.001,0.001,0.001,0.001,0.207,0.001,0.001,0.001,0.001,0.31,0.001,0.63,0.719,0.032,0.189,0.203,0.577,sadness
18724,a tribe called quest,start it up,1998,jazz,0.794,0.001,0.248,0.001,0.001,0.015,0.001,0.001,0.001,0.475,0.032,0.001,0.001,0.015,0.001,0.047,0.028,0.932,0.706,0.046,0,0.601,0.365,obscene
18725,a tribe called quest,pad & pen (feat. d-life),1998,jazz,0.859,0.057,0.024,0.064,0.001,0.001,0.001,0.001,0.052,0.682,0.001,0.001,0.047,0.001,0.036,0.001,0.031,0.766,0.654,0.033,0,0.753,0.523,obscene
18726,a tribe called quest,the love,1998,jazz,0.869,0.053,0.047,0.048,0.001,0.082,0.01,0.065,0.001,0.468,0.001,0.063,0.001,0.066,0.001,0.095,0.001,0.795,0.698,0.196,0,0.852,0.459,obscene
18727,diana krall,pick yourself up,1999,jazz,0.226,0.002,0.42,0.002,0.002,0.002,0.05,0.002,0.002,0.002,0.002,0.245,0.002,0.002,0.002,0.263,0.002,0.705,0.526,0.945,0,0.232,0.138,violence
18731,brian hughes,smile,1999,jazz,0.693,0.001,0.117,0.001,0.001,0.001,0.001,0.001,0.001,0.359,0.027,0.217,0.137,0.001,0.001,0.001,0.001,0.64,0.7,0.788,0.961,0.802,0.696,obscene
18739,vera lynn,it hurts to say goodbye,1999,jazz,0.266,0.029,0.001,0.001,0.07,0.001,0.001,0.559,0.001,0.001,0.053,0.001,0.071,0.001,0.001,0.204,0.001,0.311,0.655,0.87,0,0.347,0.431,romantic
18747,peace orchestra,domination,1999,jazz,0.437,0.001,0.407,0.001,0.001,0.083,0.001,0.001,0.001,0.001,0.001,0.001,0.138,0.05,0.001,0.23,0.001,0.767,0.675,0.196,0.379,0.271,0.737,violence
18752,justice system,trouble on my mind,1999,jazz,0.744,0.001,0.066,0.19,0.172,0.001,0.001,0.001,0.001,0.349,0.001,0.001,0.001,0.026,0.001,0.001,0.088,0.786,0.732,0.111,0,0.515,0.776,obscene
18764,dave koz,love is on the way,1999,jazz,0.879,0.044,0,0,0.054,0.096,0,0,0.132,0.541,0,0,0.045,0,0,0,0,0.559,0.738,0.041,0,0.46,0.767,obscene
18765,aim,ain't got time to waste,1999,jazz,0.879,0,0.077,0.054,0.161,0,0,0,0.136,0.44,0,0,0,0.018,0.048,0,0,0.91,0.71,0.036,0.013,0.415,0.553,obscene
18766,dave koz,together again,1999,jazz,0.492,0.001,0.001,0.285,0.128,0.001,0.001,0.072,0.001,0.001,0.001,0.001,0.001,0.073,0.001,0.371,0.016,0.603,0.751,0.071,0,0.727,0.779,sadness
18767,esbjörn svensson trio,from gagarin's point of view,1999,jazz,0.769,0.001,0.477,0.119,0.061,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.281,0.001,0.001,0.001,0.001,0.621,0.363,0.539,0.883,0.099,0.028,violence
18768,steve tyrell,give me the simple life,1999,jazz,0.317,0.001,0.001,0.514,0.001,0.001,0.001,0.001,0.001,0.001,0.045,0.284,0.001,0.046,0.093,0.001,0.001,0.516,0.685,0.853,0,0.269,0.291,world/life
18769,julie london,cry me a river,1999,jazz,0.181,0.002,0.002,0.002,0.035,0.002,0.002,0.002,0.173,0.002,0.002,0.002,0.002,0.002,0.002,0.303,0.002,0.361,0.432,0.982,0.003,0.104,0.043,sadness
18770,the ink spots,into each life some rain must fall,1999,jazz,0.312,0.001,0.001,0.134,0.001,0.001,0.001,0.001,0.001,0.001,0.075,0.072,0.068,0.001,0.001,0.477,0.001,0.635,0.534,0.991,0.118,0.487,0.123,sadness
18771,diana krall,let's fall in love,1999,jazz,0.186,0.002,0.002,0.002,0.002,0.002,0.04,0.002,0.002,0.002,0.002,0.002,0.002,0.091,0.002,0.838,0.002,0.601,0.48,0.847,0,0.456,0.16,sadness
18775,diana krall,i've got you under my skin,1999,jazz,0.166,0.002,0.38,0.002,0.106,0.002,0.002,0.002,0.242,0.002,0.002,0.002,0.002,0.002,0.002,0.205,0.002,0.285,0.467,0.829,0.001,0.236,0.167,violence
18783,vera lynn,those were the days,1999,jazz,0.497,0.001,0.077,0.512,0.018,0.001,0.001,0.013,0.098,0.001,0.078,0.001,0.065,0.066,0.001,0.001,0.001,0.349,0.569,0.929,0,0.328,0.219,world/life
18784,jim hall,don't forget,1999,jazz,0.97,0.001,0.036,0.064,0.001,0.001,0.051,0.001,0.204,0.34,0.001,0.102,0.068,0.001,0.045,0.001,0.027,0.38,0.222,0.999,0.953,0.118,0.015,obscene
18785,dave koz,the bright side,1999,jazz,0.593,0.02,0.639,0.001,0.001,0.001,0.024,0.001,0.001,0.065,0.001,0.001,0.109,0.056,0.001,0.077,0.001,0.71,0.714,0.057,0,0.573,0.66,violence
18787,joe sample,fever,1999,jazz,0.508,0.021,0.033,0.026,0.059,0.019,0.052,0.325,0.203,0.001,0.001,0.001,0.223,0.016,0.001,0.001,0.001,0.821,0.602,0.441,0,0.393,0.342,romantic
18788,jimmy scott,nothing compares 2 u,1999,jazz,0.271,0.028,0.001,0.081,0.047,0.025,0.001,0.001,0.192,0.001,0.107,0.001,0.001,0.025,0.043,0.342,0.054,0.419,0.598,0.931,0,0.143,0.11,sadness
18791,cassandra wilson,time after time,1999,jazz,0.286,0.001,0.001,0.001,0.305,0.001,0.001,0.001,0.001,0.001,0.056,0.001,0.001,0.001,0.001,0.561,0.001,0.347,0.56,0.623,0.032,0.302,0.296,sadness
18795,morcheeba,let it go,2000,jazz,0.347,0.001,0.13,0.001,0.054,0.001,0.001,0.061,0.13,0.109,0.001,0.001,0.001,0.071,0.001,0.419,0.016,0.553,0.783,0.079,0.001,0.571,0.825,sadness
18800,steve cole,between us,2000,jazz,0.804,0.001,0.104,0.077,0.001,0.032,0.001,0.001,0.001,0.539,0.001,0.098,0.045,0.001,0.001,0.081,0.001,0.706,0.658,0.637,0.798,0.507,0.382,obscene
18804,us3,cantaloop,2000,jazz,0.824,0.001,0.001,0.001,0.001,0.032,0.001,0.001,0.001,0.367,0.205,0.047,0.043,0.001,0.001,0.001,0.026,0.823,0.733,0.058,0.247,0.966,0.774,obscene
18807,club 1600,stay,2000,jazz,0.955,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.922,0.001,0.051,0.019,0.001,0.001,0.001,0.001,0.706,0.707,0.02,0.858,0.96,0.562,obscene
18809,the mighty bop,feeling good,2000,jazz,0.397,0.001,0.001,0.102,0.001,0.029,0.001,0.001,0.227,0.001,0.001,0.001,0.104,0.053,0.001,0.001,0.447,0.624,0.785,0.29,0.007,0.805,0.69,feelings
18813,louis armstrong,cold cold heart,2000,jazz,0.196,0.002,0.162,0.002,0.002,0.002,0.002,0.035,0.148,0.002,0.1,0.002,0.002,0.066,0.002,0.466,0.002,0.586,0.545,0.884,0,0.419,0.105,sadness
18815,hank mobley,up a step,2000,jazz,0.92,0.057,0,0,0,0,0.012,0,0.05,0.506,0.027,0.106,0.032,0.013,0.105,0,0,0.528,0.681,0.62,0,0.658,0.582,obscene
18823,guru's jazzmatazz,keep your worries,2000,jazz,0.955,0.001,0.111,0.001,0.028,0.061,0.001,0.001,0.17,0.435,0.001,0.001,0.033,0.042,0.001,0.074,0.001,0.728,0.792,0.422,0,0.665,0.545,obscene
18824,louis armstrong,mood indigo,2000,jazz,0.146,0.072,0.003,0.003,0.003,0.003,0.003,0.185,0.099,0.003,0.447,0.003,0.065,0.003,0.003,0.003,0.097,0.322,0.513,0.912,0.52,0.212,0.096,music
18825,eva cassidy,time after time,2000,jazz,0.477,0.001,0.001,0.001,0.608,0.001,0.001,0.001,0.001,0.001,0.034,0.001,0.001,0.001,0.001,0.307,0.001,0.346,0.577,0.928,0.001,0.2,0.153,night/time
18831,3rd force,here comes the night,2000,jazz,0.693,0.001,0.095,0.11,0.001,0.001,0.001,0.001,0.001,0.499,0.001,0.001,0.137,0.05,0.035,0.001,0.001,0.635,0.572,0.572,0.695,0.248,0.49,obscene
18833,carmen mcrae,whatever lola wants,2000,jazz,0.196,0.079,0.002,0.002,0.002,0.002,0.09,0.002,0.002,0.002,0.002,0.002,0.002,0.068,0.002,0.559,0.002,0.843,0.693,0.614,0,0.424,0.389,sadness
18841,chris standring,smile,2000,jazz,0.844,0.001,0.382,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.019,0.001,0.19,0.128,0.001,0.22,0.016,0.68,0.675,0.195,0.934,0.84,0.705,violence
18844,nat king cole trio,i miss you so,2000,jazz,0.126,0.002,0.002,0.083,0.002,0.002,0.002,0.229,0.002,0.002,0.051,0.002,0.002,0.002,0.002,0.301,0.211,0.519,0.482,0.978,0.002,0.203,0.121,sadness
18845,st germain,la goutte d'or,2000,jazz,0.734,0.001,0.12,0.095,0.001,0.03,0.001,0.001,0.129,0.343,0.031,0.001,0.065,0.025,0.001,0.133,0.001,0.809,0.689,0.052,0.718,0.562,0.576,obscene
18846,brooklyn funk essentials,i got cash,2000,jazz,0.729,0.001,0.094,0.001,0.001,0.001,0.012,0.001,0.073,0.644,0.001,0.166,0.001,0.001,0.001,0.001,0.001,0.804,0.749,0.016,0.045,0.902,0.775,obscene
18848,gota,in the city life,2000,jazz,0.829,0,0,0.018,0.072,0.141,0.023,0,0.066,0.404,0,0.104,0,0,0.058,0,0.087,0.715,0.67,0.118,0.56,0.632,0.626,obscene
18852,jamiroquai,so good to feel real,2001,jazz,0.231,0.001,0.001,0.001,0.001,0.151,0.001,0.026,0.001,0.001,0.171,0.001,0.001,0.001,0.001,0.001,0.635,0.896,0.693,0.002,0.009,0.943,0.547,feelings
18853,peter white,life story,2001,jazz,0.975,0,0.19,0,0,0.036,0.161,0,0,0.589,0,0,0,0.018,0,0,0,0.61,0.639,0.641,0.853,0.346,0.536,obscene
18854,jimmy sommers,falling for you,2001,jazz,0.161,0.069,0.002,0.41,0.002,0.002,0.002,0.002,0.002,0.002,0.177,0.002,0.174,0.075,0.002,0.002,0.002,0.618,0.808,0.216,0.166,0.608,0.788,world/life
18857,typical cats,qweloquiallisms,2001,jazz,1,0.001,0.321,0.001,0.001,0.001,0.001,0.001,0.042,0.432,0.001,0.001,0.103,0.092,0.001,0.001,0.001,0.54,0.697,0.503,0,0.783,0.628,obscene
18858,bing crosby,i wish you a merry christmas,2001,jazz,0.211,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.639,0.002,0.002,0.002,0.002,0.32,0.002,0.378,0.586,0.935,0,0.59,0.216,music
18862,asheru and blue black of the unspoken heard,soul,2001,jazz,0.693,0.001,0.22,0.061,0.001,0.001,0.019,0.001,0.248,0.336,0.001,0.001,0.001,0.071,0.001,0.037,0.001,0.559,0.715,0.502,0,0.646,0.818,obscene
18864,orbient,boarding,2001,jazz,0.819,0.001,0.181,0.001,0.069,0.014,0.001,0.001,0.075,0.319,0.001,0.071,0.001,0.019,0.001,0.133,0.034,0.638,0.535,0.203,0.631,0.16,0.486,obscene
18865,typical cats,it won't stop,2001,jazz,0.985,0.001,0.523,0.001,0.001,0.001,0.001,0.001,0.001,0.276,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.612,0.617,0.269,0,0.914,0.551,violence
18867,kurt elling,blame it on my youth,2001,jazz,0.186,0.002,0.002,0.301,0.087,0.002,0.065,0.046,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.473,0.002,0.251,0.595,0.933,0,0.229,0.119,sadness
18868,typical cats,take a number,2001,jazz,0.824,0.001,0.328,0.044,0.001,0.001,0.001,0.001,0.001,0.537,0.001,0.001,0.001,0.024,0.001,0.001,0.055,0.767,0.661,0.516,0,0.775,0.722,obscene
18870,peter white,when i'm alone,2001,jazz,0.804,0.014,0.093,0.023,0.001,0.001,0.001,0.001,0.001,0.52,0.055,0.097,0.075,0.02,0.001,0.087,0.001,0.651,0.622,0.958,0.86,0.125,0.183,obscene
18873,dinah shore,i'll walk alone,2001,jazz,0.206,0.001,0.001,0.001,0.001,0.001,0.001,0.401,0.226,0.001,0.001,0.001,0.001,0.001,0.001,0.331,0.001,0.386,0.581,0.998,0.076,0.255,0.204,romantic
18874,earl hines,i ain't got nobody,2001,jazz,0.563,0.001,0.05,0.088,0.001,0.001,0.036,0.001,0.079,0.328,0.001,0.3,0.001,0.001,0.001,0.001,0.001,0.646,0.552,0.997,0.84,0.466,0.195,obscene
18876,rosemary clooney,how about you?,2001,jazz,0.246,0.001,0.001,0.001,0.001,0.001,0.001,0.404,0.104,0.001,0.146,0.001,0.078,0.021,0.001,0.231,0.001,0.609,0.621,0.573,0,0.495,0.26,romantic
18879,typical cats,snake oil,2001,jazz,0.583,0.001,0.314,0.054,0.047,0.032,0.001,0.001,0.117,0.001,0.001,0.073,0.104,0.026,0.057,0.041,0.001,0.751,0.578,0.429,0,0.698,0.531,violence
18880,kankick,the finer things,2001,jazz,0.915,0.001,0.054,0.001,0.001,0.011,0.001,0.001,0.142,0.575,0.085,0.105,0.001,0.001,0.001,0.022,0.001,0.857,0.697,0.087,0,0.479,0.579,obscene
18881,la sonora matancera,mala jujer,2001,jazz,0.518,0.001,0.001,0.001,0.001,0.068,0.035,0.001,0.001,0.024,0.058,0.001,0.034,0.139,0.001,0.601,0.001,0.508,0.641,0.715,0,0.864,0.58,sadness
18886,george shearing,guilty,2001,jazz,0.191,0.002,0.002,0.002,0.166,0.002,0.002,0.429,0.3,0.002,0.002,0.002,0.002,0.002,0.078,0.002,0.002,0.396,0.28,0.998,0.967,0.177,0.098,romantic
18887,nat king cole,love me as though there were no tomorrow,2001,jazz,0.116,0.002,0.002,0.437,0.129,0.002,0.002,0.297,0.102,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.206,0.551,0.834,0,0.103,0.259,world/life
18891,the meters,down by the river,2001,jazz,0.106,0.059,0.443,0.125,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.048,0.003,0.173,0.003,0.66,0.701,0.423,0,0.733,0.493,violence
18892,peggy lee,he's a tramp,2001,jazz,0.141,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.38,0.003,0.062,0.003,0.508,0.003,0.359,0.529,0.914,0,0.214,0.23,sadness
